,Unnamed: 0,CITYHCR,HCTMULT,NAMEHCR,RSSDHCR,STALPHCR
0,0,BOSTON,MULT,STATE STREET CORPORATION,1111435,MA
1,3,AUBURN,ONE,"AUBURN NATIONAL BANCORPORATION, INC.",1129533,AL
2,11,DEMOPOLIS,ONE,"RBC, INC.",2526755,AL
3,18,PHENIX CITY,ONE,"PHENIX-GIRARD BANCSHARES, INC.",2013246,AL
4,22,CULLMAN,ONE,"MERCHANTS FINANCIAL SERVICES, INC.",1082955,AL
5,27,HALEYVILLE,ONE,"TRADERS & FARMERS BANCSHARES, INC.",3467305,AL
6,35,RED BAY,ONE,"INDEPENDENT BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN",3587294,AL
7,40,VERNON,ONE,"FIRST VERNON BANCSHARES, INC.",1139998,AL
8,43,WINFIELD,ONE,"CITIZENS BANCORP OF WINFIELD, INC.",1833616,AL
9,44,ALTOONA,ONE,"GADSDEN CORPORATION, THE",1079067,AL
10,49,ATMORE,ONE,"UNITED BANCORPORATION OF ALABAMA, INC.",1083895,AL
11,69,MONROEVILLE,ONE,"PEOPLES EXCHANGE BANCSHARES, INC.",1138870,AL
12,70,CALERA,ONE,CENTRAL STATE BANCORPORATION,1084593,AL
13,75,DOTHAN,ONE,BANCSOUTH CORPORATION,1084061,AL
14,81,CAMDEN,ONE,"HARRELL BANCSHARES, INC.",2352196,AR
15,90,FAYETTEVILLE,ONE,WHITE RIVER BANCSHARES COMPANY,3306589,AR
16,96,MONTICELLO,ONE,"DREW BANCSHARES, INC.",1098198,AR
17,101,LITTLE ROCK,ONE,"RIVERSIDE BANCSHARES, INC",2155342,AR
18,103,WARREN,ONE,"BRADLEY BANCSHARES, INC.",1097463,AR
19,110,PRESCOTT,ONE,"PRESCOTT BANCSHARES, INC",2236586,AR
20,111,CAVE CITY,ONE,"SHARP BANCSHARES, INC.",1099663,AR
21,116,CLARENDON,ONE,CLARENDON HOLDING CO.,1099252,AR
22,117,HORATIO,ONE,"PIONEER BANCSHARES, INC. OF HORATIO, ARK",1139091,AR
23,359,STUART,ONE,SEACOAST BANKING CORPORATION OF FLORIDA,1085013,FL
24,409,MILLEDGEVILLE,ONE,"CENTURY BANCORP, INC.",2043850,GA
25,411,MADISON,ONE,MADISON BANK CORP.,1135105,GA
26,415,HAZLEHURST,ONE,"HAZLEHURST INVESTORS, INC.",3140961,GA
27,417,ALAPAHA,ONE,ALAPAHA HOLDING COMPANY,3194076,GA
28,421,MILLEDGEVILLE,ONE,"EXCHANGE BANKSHARES, INC.",1085862,GA
29,436,BARNESVILLE,ONE,UNITED BANK CORPORATION,1082777,GA
30,454,CRAWFORD,ONE,"TCB BANCSHARES, INC.",1417418,GA
31,458,FAYETTEVILLE,ONE,"TSB BANCORP, INC.",1249020,GA
32,461,HINESVILLE,ONE,"HERITAGE BANCORPORATION, INC.",1086748,GA
33,477,FRANCESVILLE,ONE,ALLIANCE BANCORP,1138405,IN
34,484,ROACHDALE,ONE,TRI-COUNTY BANCORP.,1205286,IN
35,489,WASHINGTON,ONE,"W.S.B., INC.",1207468,IA
36,493,MANSON,ONE,"ROG-LEE, INCORPORATED",1143212,IA
37,494,CRAWFORDSVILLE,MULT,COUNTRY BANCORPORATION,1203910,IA
38,496,GUTHRIE CENTER,ONE,"GUTHRIE COUNTY BANCSHARES, INC.",1208380,IA
39,498,SIOUX CENTER,MULT,"AMBANK COMPANY, INC.",1201457,IA
40,508,SPENCER,ONE,COMMUNITY STATE BANCORPORATION,1131424,IA
41,512,CARROLL,ONE,COMMERCIAL BAN CORP.,1132971,IA
42,514,SOLON,ONE,"SOLON FINANCIAL, INC.",1137903,IA
43,517,AMES,MULT,DENTEL BANCORPORATION,1133615,IA
44,520,SUTHERLAND,ONE,"OLD O'BRIEN BANC SHARES, INC.",1209172,IA
45,522,PERRY,ONE,PERRY INVESTMENT COMPANY,1200290,IA
46,526,WEST DES MOINES,ONE,"SSB HOLDING CO., INC.",1201729,IA
47,528,SIOUX FALLS,MULT,"BEULAH BANCORPORATION, INC.",1919976,SD
48,530,MARSHALLTOWN,ONE,"IOWA RIVER BANCORP, INC.",3916317,IA
49,531,LUANA,ONE,LUANA BANCORPORATION,1209211,IA
50,536,ATLANTIC,ONE,WHITNEY CORPORATION OF IOWA,1200571,IA
51,538,MELVIN,ONE,BENZ HOLDING COMPANY,1205428,IA
52,540,LOUISVILLE,ONE,"STOCK YARDS BANCORP, INC.",1249730,KY
53,583,BRODHEAD,ONE,"ROCKCASTLE BANCORP, INC.",2262268,KY
54,590,MORGANTOWN,ONE,"MORGANTOWN DEPOSIT BANCORP, INC.",1119217,KY
55,595,HYDEN,MULT,MIDDLEFORK FINANCIAL GROUP INC.,1071539,KY
56,599,AUBURN,ONE,"FIRST COMMUNITY BANCORP, INC",2151670,KY
57,601,BENTON,ONE,"COMMUNITY FINANCIAL SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN",2052067,KY
58,609,HINDMAN,ONE,COMMUNITY EXCHANGE BANCSHARES INC.,3923306,KY
59,614,MONTICELLO,ONE,"MONTICELLO BANKSHARES, INC.",1097922,KY
60,634,BROWNSVILLE,ONE,"EDMONSON BANCSHARES, INC",2155397,KY
61,637,LEWISBURG,ONE,LEWISBURG BANCSHARES CORPORATION,1250071,KY
62,641,WHITLEY CITY,ONE,MCCREARY BANCSHARES INC.,1071342,KY
63,648,CLINTON,ONE,"CLINTON BANCORP, INC.",2266387,KY
64,649,ZACHARY,ONE,"ZACHARY BANCSHARES, INC.",1086056,LA
65,652,CLINTON,ONE,"CLINTON BANCSHARES, INC.",1085460,LA
66,657,LEXINGTON,ONE,HOLMES COUNTY CAPITAL CORPORATION,1119057,MS
67,661,COLUMBIA,ONE,CITIZENS CORPORATION,1246681,MS
68,673,BILOXI,ONE,PEOPLES FINANCIAL CORPORATION,1133174,MS
69,692,WOLF POINT,ONE,WESTERN HOLDING COMPANY OF WOLF POINT,1126943,MT
70,693,VICTOR,ONE,FARMERS STATE FINANCIAL CORP.,2108227,MT
71,702,BAKER,ONE,UNITED BANCORPORATION,1128264,MT
72,704,MISSOULA,ONE,"FIRST NATIONAL BANCORP, INC.",1134845,MT
73,713,GALLIPOLIS,ONE,OHIO VALLEY BANC CORP.,2012436,OH
74,729,GAMBIER,ONE,PEOPLES BANCSHARES OF GAMBIER INC.,1427734,OH
75,734,TUTTLE,ONE,"TUTTLE BANCSHARES, INC.",1067372,OK
76,739,QUINTON,ONE,"F.S.B. PROPERTIES, INC.",1055539,OK
77,743,CLEO SPRINGS,ONE,CLEO BANCSHARES INC.,1052958,OK
78,750,KEYES,ONE,"FIRST KEYES BANCSHARES, INC.",1060711,OK
79,755,OKEMAH,ONE,"CITIZENS BANKSHARES, INC.",1067541,OK
80,757,VICI,ONE,VICI BANCORPORATION,1055605,OK
81,758,CHEYENNE,ONE,CHEYENNE BANKING CORPORATION,2180205,OK
82,760,STILWELL,MULT,"PEOPLES COMMERCIAL BANCORP, INC.",2606321,OK
83,764,TULSA,MULT,"SOONER SOUTHWEST BANKSHARES, INC.",2411619,OK
84,766,WYALUSING,ONE,PEOPLES LTD.,1143959,PA
85,775,SANDY LAKE,ONE,"MERCER COUNTY STATE BANCORP, INC.",1247183,PA
86,789,TYNDALL,ONE,"MIDWEST BANCSHARES, INC.",4347301,SD
87,792,TIMBER LAKE,ONE,WESTERN DAKOTA HOLDING COMPANY,2351359,SD
88,795,ELKTON,ONE,ELKTON HOLDING COMPANY,1943917,SD
89,798,PLANKINTON,ONE,PAGE HOLDING COMPANY,1363748,SD
90,800,FORT PIERRE,ONE,"DRAPER HOLDING COMPANY, INC.",1246355,SD
91,803,EUREKA,ONE,GREAT PLAINS BANK CORPORATION,1125898,SD
92,806,PINE BLUFFS,ONE,COMMERCIAL BANCORP,3108439,WY
93,807,EDINA,MULT,CENTRAL TRUST COMPANY,1020920,MN
94,812,BUFFALO,MULT,M&T BANK CORPORATION,1037003,NY
95,1600,ELMIRA,ONE,CHEMUNG FINANCIAL CORPORATION,1133594,NY
96,1633,ITHACA,MULT,TOMPKINS FINANCIAL CORPORATION,2367921,NY
97,1647,MILLBROOK,ONE,"MILLBROOK BANK SYSTEM, INC.",2646998,NY
98,1651,PHILADELPHIA,ONE,WORKERS UNITED,4400336,PA
99,1665,FRANKFURT,MULT,DEUTSCHE BANK AKTIENGESELLSCHAFT,1242423,
100,1669,NEW YORK,MULT,JPMORGAN CHASE & CO.,1039502,NY
101,6693,NEW YORK,MULT,"BANK OF NEW YORK MELLON CORPORATION, THE",3587146,NY
102,6699,WARSAW,ONE,"FINANCIAL INSTITUTIONS, INC.",1032464,NY
103,6752,SARATOGA SPRINGS,ONE,"ADIRONDACK TRUST COMPANY EMPLOYEE STOCK OWNERSHIP TRUST, THE",3138267,NY
104,6765,BLOOMSBURG,ONE,"CCFNB BANCORP, INC.",1118283,PA
105,6779,HONESDALE,ONE,NORWOOD FINANCIAL CORP.,2365356,PA
106,6805,SHIPPENSBURG,ONE,"ORRSTOWN FINANCIAL SERVICES, INC.",1248153,PA
107,6843,PARIS,ONE,"KENTUCKY BANCSHARES, INC.",1070831,KY
108,6861,APPLE CREEK,ONE,APPLE CREEK BANC CORP,1248993,OH
109,6868,MINSTER,ONE,MINSTER FINANCIAL CORP.,2795702,OH
110,6875,POMEROY,ONE,"FARMERS BANCSHARES, INC.",1132814,OH
111,6882,WHEELING,ONE,"WESBANCO, INC.",1070448,WV
112,7084,BLACKSTONE,ONE,"CITIZENS BANCORP OF VIRGINIA, INC.",3219474,VA
113,7095,MONTROSS,ONE,"PEOPLES BANKSHARES, INCORPORATED",2332303,VA
114,7100,ROMNEY,ONE,"ROMNEY BANKSHARES, INC.",1417324,WV
115,7107,SAINT MARYS,ONE,"PLEASANTS COUNTY BANKSHARES, INC.",2728447,WV
116,7109,EUTAW,ONE,"MERCHANTS AND FARMERS BANCSHARES, INC.",2111432,AL
117,7111,WINFIELD,ONE,"PEOPLES BANCORPORATION, INC.",1085602,AL
118,7117,ATLANTA,MULT,"SUNTRUST BANKS, INC.",1131787,GA
119,8276,COCHRAN,ONE,CENTRAL GEORGIA BANKING COMPANY,3184125,GA
120,8280,COLUMBUS,MULT,SYNOVUS FINANCIAL CORP.,1078846,GA
121,8576,DAWSON,ONE,"DAWSON BANCSHARES, INC.",1085536,GA
122,8577,EASTMAN,ONE,"MAGNOLIA BANKSHARES, INC.",2453936,GA
123,8581,LINCOLNTON,ONE,"LINCOLN BANCSHARES, INC.",2645937,GA
124,8584,DAWSON,MULT,"GEORGIA COMMUNITY BANCORP, INCORPORATED",1245581,GA
125,8586,SOPERTON,ONE,"SOPERTON BANCSHARES, INCORPORATED",1250736,GA
126,8596,FOREST,ONE,FIRST FOREST CORPORATION,1085518,MS
127,8599,ARGENTA,ONE,"GERBER BANCSHARES, INC.",3420702,IL
128,8601,BYRON,ONE,"BYRON BANCSHARES, INC.",1203107,IL
129,8605,CHICAGO,ONE,AMALGAMATED INVESTMENTS COMPANY,1020676,IL
130,8607,CHICAGO,MULT,NORTHERN TRUST CORPORATION,1199611,IL
131,8663,SPRINGFIELD,ONE,"COWDEN BANCORP, INC.",1204467,IL
132,8666,MUSCATINE,MULT,"CENTRAL BANCSHARES, INC.",1203899,IA
133,8671,GENEVA,ONE,"GENEVA BANCSHARES, INC.",1136924,IL
134,8672,KEWANEE,ONE,"PEOPLES FINANCIAL CORP. OF ILLINOIS, INC.",1491801,IL
135,8681,MILFORD,MULT,"ARTHUR R. MURRAY, INC.",1201390,IL
136,8682,TUSCOLA,ONE,"TNB BANCORP, INC.",1840016,IL
137,8683,WALNUT,ONE,"CITIZENS BANCSHARES, INC.",1131385,IL
138,8684,ALGONA,ONE,MID-IOWA BANCSHARES CO.,1207673,IA
139,8690,DES MOINES,MULT,BTC FINANCIAL CORPORATION,1201671,IA
140,8716,FONTANELLE,ONE,FIRST FONTANELLE EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,3696141,IA
141,8721,FORT MADISON,ONE,FORT MADISON FINANCIAL COMPANY,1357037,IA
142,8727,GLENWOOD,ONE,GLENWOOD BANCORPORATION,1204421,IA
143,8731,IDA GROVE,ONE,"IDA GROVE BANCSHARES, INC.",1205183,IA
144,8764,MUSCATINE,MULT,IOWA FIRST BANCSHARES CORP.,1245385,IA
145,8767,OSAGE,ONE,"HTB, INC.",1427033,IA
146,8768,ROYAL,ONE,"ROYAL BANCSHARES, INC.",1207758,IA
147,8769,STORM LAKE,ONE,STORM LAKE SECURITY BANCORPORATION,2382344,IA
148,8774,BLISSFIELD,ONE,BLISSFIELD BANK CORPORATION,1245648,MI
149,8776,BROWN CITY,ONE,"TRI-COUNTY BANCORP, INC.",1969506,MI
150,8787,CROSWELL,ONE,EASTERN MICHIGAN FINANCIAL CORPORATION,1129467,MI
151,8797,DALLAS,MULT,COMERICA INCORPORATED,1199844,TX
152,9233,MARCELLUS,ONE,"JONES BANCORP, INC.",2004039,MI
153,9237,DETROIT,ONE,CHEMICAL FINANCIAL CORPORATION,1201934,MI
154,9449,MOUNT PLEASANT,ONE,ISABELLA BANK CORPORATION,1401118,MI
155,9481,SPARTA,ONE,"CHOICEONE FINANCIAL SERVICES, INC.",1139297,MI
156,9495,PLATTEVILLE,ONE,"MONTFORT BANCORPORATION, INC.",1205325,WI
157,9503,BLYTHEVILLE,ONE,FARMERS BANCORP INC.,1247615,AR
158,9510,FORDYCE,ONE,"FBT BANCSHARES, INC.",1099092,AR
159,9515,CHAMPAIGN,MULT,FIRST BUSEY CORPORATION,1203602,IL
160,9534,EFFINGHAM,ONE,"MIDLAND STATES BANCORP, INC.",1491351,IL
161,9609,LITCHFIELD,MULT,"LBT BANCSHARES, INC.",1099195,IL
162,9616,STEELEVILLE,ONE,"STEELEVILLE BANCSHARES, INC.",1099627,IL
163,9619,HARTFORD,ONE,"HARTLAND FINANCIAL, INC.",4744441,KY
164,9622,SAINT LOUIS,ONE,"STUPP BROS., INC.",1094556,MO
165,9641,MARSHALL,ONE,"WOOD & HUSTON BANCORPORATION, INC.",1058558,MO
166,9652,DES PERES,ONE,"CASS INFORMATION SYSTEMS, INC.",1098648,MO
167,9656,SAINT LOUIS,ONE,DELTA BANCSHARES COMPANY,1094613,MO
168,9661,EAST SAINT LOUIS,ONE,"FIRST ILLINOIS BANCORP, INC.",1095889,IL
169,9673,VERSAILLES,ONE,BOV HOLDING COMPANY,3643837,MO
170,9678,ESCANABA,ONE,S.B.E. CORP.,1129159,MI
171,9681,GLADSTONE,ONE,BAYBANK CORPORATION,2533070,MI
172,9684,SAULT SAINTE MARIE,ONE,CENTRAL BANK CORPORATION,1246805,MI
173,9693,CHATFIELD,ONE,"JOHNSON BANCSHARES, INC.",1126484,MN
174,9694,PLAINVIEW,ONE,"WRZ BANKSHARES, INC.",1427640,MN
175,9700,BILLINGS,ONE,"FIRST INTERSTATE BANCSYSTEM, INC.",1123670,MT
176,9854,WOLSEY,ONE,"LEACKCO BANK HOLDING COMPANY, INC.",1131406,SD
177,9870,BURKE,ONE,FIDELITY CORPORATION,1121788,SD
178,9877,FREEMAN,ONE,H & W HOLDING COMPANY,1363908,SD
179,9883,DUBUQUE,MULT,"HEARTLAND FINANCIAL USA, INC.",1206546,IA
180,9896,PRATT,ONE,"PEOPLES BANKSHARES LTD., THE",1056657,KS
181,9904,TOPEKA,ONE,"FIDELITY KANSAS BANKSHARES, INC.",1066526,KS
182,9908,WAHOO,ONE,"HOHL FINANCIAL, INC.",2566247,NE
183,9910,FARMINGTON,MULT,EMPLOYEE STOCK BONUS TRUST FOR THE EMPLOYEES OF CITIZENS BANK,2749031,NM
184,9917,MOUNTAIN VIEW,ONE,UCSB FINANCIAL CORPORATION,3272554,WY
185,9920,NEWCASTLE,ONE,"NORTHEASTERN WYOMING BANK CORPORATION, INC.",1058615,WY
186,9921,SUNDANCE,ONE,SUNDANCE STATE BANK PROFIT SHARING AND EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,3157008,WY
187,9922,DEL RIO,ONE,"WESTEX BANCORP, INC.",1105014,TX
188,9929,ROUND MOUNTAIN,ONE,ARROWHEAD COMPANY,1237447,TX
189,9934,MOUNT PLEASANT,ONE,"GUARANTY BANCSHARES, INC.",1862036,TX
190,9965,NACOGDOCHES,ONE,"NACOGDOCHES COMMERCIAL BANCSHARES, INC.",1107595,TX
191,9985,RALLS,ONE,"VISTA BANCSHARES, INC.",1135897,TX
192,10000,ROSCOE,ONE,ROSCOE FINANCIAL CORPORATION,1909445,TX
193,10003,SPEARMAN,ONE,"FIRST STATE BANKSHARES, INC.",1417137,TX
194,10005,WELLINGTON,ONE,"WSB BANCSHARES, INC.",2007218,TX
195,10015,LONG BEACH,ONE,"PALOMAR ENTERPRISES, LLC",3649950,CA
196,10040,MALAD CITY,ONE,"IRELAND BANCORP, LTD.",1248845,ID
197,10066,SPOKANE,ONE,W.T.B. FINANCIAL CORPORATION,1029464,WA
198,10108,MAGNOLIA,ONE,MAGNOLIA BANKING CORPORATION,1135413,AR
199,10131,ASH FLAT,ONE,FNBC BANCORP INC,1099690,AR
200,10144,GREENWOOD,ONE,WILKINSON BANKING CORPORATION,1417511,AR
201,10155,WEST MEMPHIS,ONE,"EVOLVE BANCORP, INC",1142411,AR
202,10159,LODI,ONE,FARMERS & MERCHANTS BANCORP,2781910,CA
203,10193,MCPHERSON,ONE,"PBT BANCSHARES, INC.",1248658,KS
204,10205,NATCHITOCHES,ONE,"GRANT BANCSHARES, INC.",3203138,LA
205,10219,WHITE CASTLE,ONE,"COMMERCE BANCSHARES, INC.",3135471,LA
206,10220,PLAQUEMINE,ONE,"CITIZENS BANCORPORATION, INC.",1084472,LA
207,10227,CLINTON,ONE,"FELICIANA BANCSHARES, INC.",4211336,LA
208,10230,BELLE PLAINE,ONE,"BELLE PLAINE BANCORPORATION, INC.",1134573,MN
209,10231,MINNEAPOLIS,MULT,"J & B FINANCIAL HOLDINGS, INC.",4498726,MN
210,10233,ORMSBY,ONE,"ORMSBY BANCSHARES, INC.",1124574,MN
211,10234,WASECA,MULT,"WASECA BANCSHARES, INC.",1142989,MN
212,10239,ARLINGTON,ONE,"ARLCO, INC.",1123728,MN
213,10241,ARDEN HILLS,ONE,FRANDSEN FINANCIAL CORPORATION,1128358,MN
214,10277,BENSON,ONE,"WEST 12 BANCORPORATION, INC.",3042841,MN
215,10278,CLARA CITY,ONE,"FORSTROM BANCORPORATION, INC.",1128134,MN
216,10289,KENSINGTON,ONE,"KENSINGTON BANCORP., INC.",2359917,MN
217,10296,DARWIN,ONE,"DARWIN BANCSHARES, INC.",1125571,MN
218,10300,PARK RAPIDS,ONE,"DORSET BANCSHARES, INC.",1124097,MN
219,10304,ONAMIA,ONE,"MILLE LACS BANCORPORATION, INC.",2359823,MN
220,10311,WESTON,ONE,"WILSON BANCSHARES, INC.",1060104,MO
221,10314,TROY,ONE,"CLIFFORD BANCSHARES, INC.",1097119,MO
222,10318,CHARLESTON,ONE,"SECURITY STATE BANCSHARES, INC.",1248573,MO
223,10330,AUXVASSE,ONE,"MID-MO BANCSHARES, INC.",1247736,MO
224,10333,GRAND ISLAND,ONE,PLATTE VALLEY CATTLE COMPANY,1054859,NE
225,10337,KEARNEY,ONE,EXCHANGE COMPANY,1061893,NE
226,10345,UNADILLA,ONE,"UB, INC.",2090779,NE
227,10348,OMAHA,ONE,"AMERICAN INTERSTATE BANCORPORATION, INC.",1210459,NE
228,10351,HOLLAND,ONE,"HOLLAND BANCORP, INC.",2960359,NY
229,10354,HALLS,MULT,"SECURITY BANCORP OF TENNESSEE, INC.",1135374,TN
230,10359,MANCHESTER,ONE,"PEOPLES BANCORP, INC.",1131554,TN
231,10360,DYER,ONE,"DYER F & M BANCSHARES, INC.",1119516,TN
232,10364,FRANKEWING,ONE,"FRANKEWING BANCSHARES, INC.",1136447,TN
233,10367,COLUMBIA,ONE,FIRST FARMERS AND MERCHANTS CORPORATION,1083783,TN
234,10390,UVALDE,MULT,"BRISCOE RANCH, INC.",1102451,TX
235,10397,LA CROSSE,ONE,"CLAYTON BANKSHARES, INC.",1123782,WI
236,10401,HORICON,MULT,SWORD FINANCIAL CORPORATION,1202883,WI
237,10405,MOUNTAIN VIEW,MULT,"STONE BANCSHARES, INC.",4928344,AR
238,10407,GLENWOOD,ONE,BAINUM BANCORP,1491333,AR
239,10423,ARKADELPHIA,ONE,"SOUTHERN BANCORP, INC",1248939,AR
240,10469,STOCKTON,ONE,1867 WESTERN FINANCIAL CORPORATION,1399765,CA
241,10488,AMES,MULT,AMES NATIONAL CORPORATION,1202258,IA
242,10498,CENTERVILLE,ONE,"BRADLEY BANCORP, INC.",1202119,IA
243,10500,ELKADER,ONE,"AJJ BANCORP, INC.",2253734,IA
244,10518,OMAHA,ONE,"DANES HOLDINGS, INC.",4771979,NE
245,10525,BUSSEY,ONE,TWIN CEDARS BANCORP.,1205101,IA
246,10528,LEBANON,ONE,"COMMUNITY FINANCIAL OF KENTUCKY, INC.",1928727,KY
247,10530,TAYLORSVILLE,ONE,"LAKE VALLEY BANCORP, INC.",1119253,KY
248,10533,BLOOMING PRAIRIE,MULT,"COUNTRY BANKERS, INC.",1992335,MN
249,10535,MINNEAPOLIS,MULT,215 HOLDING CO.,1247576,MN
250,10537,BEMIDJI,ONE,"SECURITY STATE BANCSHARES OF BEMIDJI, INC.",1125496,MN
251,10539,ELK RIVER,ONE,"METRO NORTH BANCSHARES, INC.",3027268,MN
252,10544,WYOMING,ONE,"WYOMING BANCSHARES, INC.",1128554,MN
253,10546,FARIBAULT,ONE,"FARIBAULT BANCSHARES, INC.",1126158,MN
254,10549,CARROLLTON,ONE,"CARROLL COUNTY BANCSHARES, INC.",1131013,MO
255,10555,UNIONVILLE,MULT,"NORTHERN MISSOURI BANCSHARES, INC.",1249495,MO
256,10560,PERRYVILLE,ONE,"RELIABLE COMMUNITY BANCSHARES, INC.",1416439,MO
257,10595,UNION STAR,ONE,"FIRST AMERICAN BANCSHARES, INC.",1059751,MO
258,10599,KIRKSVILLE,ONE,ROCKHOLD BANCORP,2352280,MO
259,10607,STEELVILLE,ONE,"STEELVILLE COMMUNITY BANC-SHARES, INC.",1096037,MO
260,10613,COLUMBIA,ONE,"LINCO BANCSHARES, INC.",3523359,MO
261,10631,OLD MONROE,ONE,"CUIVRE RIVER BANCSHARES, INC.",2315164,MO
262,10636,HOLLY HILL,ONE,"FMB OF S.C. BANCSHARES, INC.",1137426,SC
263,10646,BRYANT,MULT,"BRYANT BANCSHARES, INC.",1127717,SD
264,10656,PARKSTON,ONE,PARKSTON INVESTMENT COMPANY,1122897,SD
265,10662,PORTLAND,ONE,"FIRST FARMERS BANCSHARES, INC.",1086122,TN
266,10672,TAZEWELL,ONE,"CLAIBORNE HOLDING COMPANY, INC.",1135646,TN
267,10681,DUNLAP,ONE,"SEQUATCHIE COUNTY BANCORP, INC.",1134751,TN
268,10684,LAFAYETTE,ONE,"CITIZENS BANCORP INVESTMENT, INC.",1140239,TN
269,10710,COAHOMA,ONE,"CIRCLE I BANK GROUP, INC.",4442523,TX
270,10717,GREENSBORO,ONE,"GREENSBORO BANCSHARES, INC.",1086775,AL
271,10718,PIEDMONT,ONE,F&M FINANCIAL CORP,1137882,AL
272,10722,BOAZ,MULT,"PEOPLES INDEPENDENT BANCSHARES, INC.",1918755,AL
273,10730,MONTICELLO,ONE,FIRST UNION FINANCIAL CORPORATION,1098880,AR
274,10734,WYNNE,MULT,"CROSS COUNTY BANCSHARES, INC.",1131611,AR
275,10737,DALLAS,ONE,2011 TCRT,4759650,TX
276,10782,LA JUNTA,ONE,"ARK VALLEY BANKSHARES, INC.",1056732,CO
277,10787,OURAY,ONE,"CSBO HOLDINGS, INC. ESOP",4933302,CO
278,10791,CALHAN,ONE,"PIEPER BANCORP, INC.",1055119,CO
279,10794,SHANNON,ONE,"SHANNON BANCORP, INC.",1209985,IL
280,10797,NEWMAN,MULT,LONGVIEW CAPITAL CORPORATION,1204618,IL
281,10804,ROCHESTER,ONE,"ROCHESTER STATE BANKSHARES, INC.",1132319,IL
282,10805,PEORIA HEIGHTS,MULT,BACKLUND INVESTMENT CO.,1095058,IL
283,10813,FOWLER,ONE,BENTON FINANCIAL CORPORATION,1130762,IN
284,10817,FAIRMOUNT,ONE,FAIRMOUNT BANKING COMPANY,2033440,IN
285,10818,LIZTON,ONE,LIZTON FINANCIAL CORPORATION,1129618,IN
286,10827,OSSIAN,ONE,"OSSIAN FINANCIAL SERVICES, INC.",1138375,IN
287,10829,ROYAL CENTER,ONE,COMMUNITY BANCORP,1210347,IN
288,10833,BOSWELL,ONE,"FARMERS AND MERCHANTS BANCORP, THE",1135507,IN
289,10837,HUNTINGTON,ONE,BIPPUS STATE CORPORATION,1210217,IN
290,10842,CAMBRIDGE CITY,ONE,WAYTRU BANCORP,1204533,IN
291,10845,CHARLES CITY,ONE,"CEDAR VALLEY BANKSHARES, LTD.",1207815,IA
292,10859,WAUKON,ONE,"WFC, INC.",1142783,IA
293,10863,MONTEZUMA,ONE,CHIEF IOWA INVESTMENT CORPORATION,4516255,IA
294,10864,WAYLAND,ONE,HEARTWAY BANCORPORATION,2166003,IA
295,10869,SCOTT CITY,MULT,"SECURITY BANCSHARES, INC.",1248836,KS
296,10870,TESCOTT,ONE,"TESCOTT BANCSHARES, INC.",1841004,KS
297,10875,ARKANSAS CITY,ONE,"DOCKING BANCSHARES, INC.",3094121,KS
298,10885,KANSAS CITY,ONE,"INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS",1051317,KS
299,10892,HAMPSTEAD,ONE,"FARMERS AND MERCHANTS BANCSHARES, INC.",5041521,MD
300,10900,FINLAYSON,MULT,"FINLAYSON BANCSHARES, INC.",1126037,MN
301,10909,EXCELSIOR,ONE,POE INVESTMENT COMPANY,1122981,MN
302,10910,SAINT CLAIR,ONE,"SAINT CLAIR AGENCY, INC.",1128723,MN
303,10911,FAIRMONT,ONE,"PROFINIUM FINANCIAL HOLDINGS, INC.",1128527,MN
304,10915,TRIMONT,ONE,TRIMONT BANCORPORATION,1127306,MN
305,10922,GLENVILLE,ONE,"CITIZENS INVESTMENT CO., INC.",1122066,MN
306,10923,TRIMONT,ONE,"FSB HOLDING COMPANY, INC.",1126185,MN
307,10925,ELKO NEW MARKET,ONE,"MARKET BANCORPORATION, INC.",1143904,MN
308,10928,SPRINGFIELD,MULT,"PIESCO, INC.",2780717,MN
309,10935,TIPTON,ONE,"LATHAM BANCSHARES, INC.",1097744,MO
310,10939,MADISON,ONE,"NEMO BANCSHARES, INC",2352253,MO
311,10944,ELDON,ONE,"CITIZENS BANCSHARES OF ELDON, MISSOURI, INC.",1141900,MO
312,10948,LAMAR,ONE,"LAMAR TRUST BANCSHARES, INC.",1067354,MO
313,10949,POPLAR BLUFF,MULT,"MIDWEST BANCORPORATION, INC. AND AFFILIATES ESOP TRUST",2575230,MO
314,10953,BIG TIMBER,ONE,"CBT CORPORATION, INC.",1857779,MT
315,10955,COLUMBUS,ONE,YELLOWSTONE HOLDING COMPANY,1124921,MT
316,10964,KALISPELL,ONE,"VALLEY BANCSHARES, INC.",1125900,MT
317,10966,MALTA,ONE,"FS BANCO, INC.",1857171,MT
318,10967,CURTIS,ONE,"WESTERN BANCSHARES, INC.",4169950,NE
319,10971,REPUBLICAN CITY,ONE,"COMMERCIAL STATE HOLDING COMPANY, INC.",1065828,NE
320,10972,CAIRO,ONE,PATHWAY BANCORP,3304361,NE
321,10976,CERESCO,ONE,"CERESCO BANCORP, INC.",2696984,NE
322,10977,GRANITE QUARRY,ONE,F & M FINANCIAL CORPORATION,1076619,NC
