,Unnamed: 0,CITYHCR,HCTMULT,NAMEHCR,RSSDHCR,STALPHCR
910,29468,SIOUX FALLS,ONE,UNITED NATIONAL CORPORATION,1842421,SD
911,29485,JAMESTOWN,ONE,"JAMESTOWN UNION BANCSHARES, INC.",1129542,TN
912,29488,LAFAYETTE,ONE,"MACON BANCTRUST, INC.",1136577,TN
913,29496,ATWOOD,ONE,"BUMPUSHARES, INC.",1823550,TN
914,29497,DECATURVILLE,ONE,"DECATUR BANCSHARES, INC",2201883,TN
915,29501,HARTSVILLE,ONE,"CUMBERLAND BANCSHARES, INC.",1139288,TN
916,29504,STEVENSON,MULT,"1ST JACKSON BANCSHARES, INC.",2306993,AL
917,29509,BERRYVILLE,ONE,"EAGLE FINANCIAL SERVICES, INC.",1951770,VA
918,29553,ROAD TOWN,ONE,FARMINGTON FINANCE CORPORATION,2332572,
919,29555,BELLINGHAM,ONE,PEOPLES BANCORP,1030947,WA
920,29578,PORT ORCHARD,ONE,"OLYMPIC BANCORP, INC.",2603991,WA
921,29599,FRANKLIN,ONE,"ALLEGHENY BANCSHARES, INC.",3137082,WV
922,29605,UNION,ONE,"UNION BANKSHARES, INC.",2722892,WV
923,29608,LOYAL,ONE,"CITIZENS BANCSHARES OF LOYAL, INC.",1136410,WI
924,29613,HUDSON,ONE,"CITIZENS BANCSHARES OF WOODVILLE, INC.",1129065,WI
925,29618,EAU CLAIRE,ONE,"NORTHWEST WISCONSIN BANCORP, INC.",2176105,WI
926,29622,HIGHLAND,ONE,"SOUTHWESTERN WISCONSIN BANCSHARES, INC.",1881699,WI
927,29623,DERBY,ONE,COMMUNITY BANCORP,1115040,VT
928,29635,MIDDLEBURY,ONE,MIDDLEBURY NATIONAL CORPORATION,1136214,VT
929,29644,HOPE,ONE,FIRST HOPE BANCORP,3609132,NJ
930,29650,PITTSBURGH,MULT,"PNC FINANCIAL SERVICES GROUP, INC., THE",1069778,PA
931,32048,OLD BRIDGE,ONE,AMBOY BANCORPORATION,2611718,NJ
932,32071,ABSECON,ONE,ABSECON BANCORP,2579612,NJ
933,32075,ELMER,ONE,"ELMER BANCORP, INC.",2947985,NJ
934,32081,ADA,ONE,"LIBERTY BANCSHARES, INC.",1246579,OH
935,32087,BELLEVUE,ONE,FIRST BANCSHARES INC.,1071258,OH
936,32094,BLANCHESTER,ONE,"FIRST BLANCHESTER BANCSHARES, INC.",1859193,OH
937,32095,BLUFFTON,ONE,"CITIZENS BANCSHARES, INC.",3248821,OH
938,32107,CANFIELD,MULT,FARMERS NATIONAL BANC CORP.,1071191,OH
939,32146,MARIETTA,ONE,PEOPLES BANCORP INC.,1070578,OH
940,32228,MINNEAPOLIS,MULT,U.S. BANCORP,1119794,MN
941,35207,COLUMBUS,ONE,HUNTINGTON BANCSHARES INCORPORATED,1068191,OH
942,36116,DENNISON,ONE,"FNB, INC.",1417267,OH
943,36121,FOREST,ONE,"COMMUNITY FIRST BANCSHARES, INC.",2293093,OH
944,36125,CINCINNATI,ONE,FIRST FINANCIAL BANCORP,1071276,OH
945,36283,HILLSBORO,ONE,"MERCHANTS BANCORP, INC.",2485487,OH
946,36301,KINGSTON,ONE,"KINGSTON BANCSHARES, INC.",2246400,OH
947,36307,LEBANON,ONE,LCNB CORP.,2759900,OH
948,36342,MCARTHUR,ONE,"COMMUNITY BANCSHARES, INC.",1070765,OH
949,36359,MCCONNELSVILLE,ONE,"FNB SHARES, INC.",1137891,OH
950,36365,MCCONNELSVILLE,ONE,"CNB HOLDINGS, INC.",2951106,OH
951,36377,MOUNT PLEASANT,ONE,"PEOPLES BANCORP OF MT. PLEASANT, INC.",2293909,OH
952,36380,NEWARK,ONE,PARK NATIONAL CORPORATION,1142336,OH
953,36497,NEW LEXINGTON,ONE,"PEOPLES NATIONAL BANCSHARES, INC.",2438399,OH
954,36502,NEW RICHMOND,ONE,NEW RICHMOND BANCORPORATION,1070541,OH
955,36507,PANDORA,ONE,"PANDORA BANCSHARES, INCORPORATED",1139149,OH
956,36512,CINCINNATI,ONE,FIFTH THIRD BANCORP,1070345,OH
957,37739,SOMERVILLE,ONE,SOMERVILLE BANCORP,5169667,OH
958,37745,SYCAMORE,ONE,"FNB BANCSHARES, INC.",4226693,OH
959,37748,WAVERLY,ONE,CENTRAL OHIO BANCORP,3015612,OH
960,37754,WOODSFIELD,ONE,"CNB BANCORP, INC.",2376969,OH
961,37758,ELKINS,ONE,CITIZENS FINANCIAL CORP.,1142970,WV
962,37764,FAYETTEVILLE,ONE,"FCNB BANCORP, INC.",2355759,WV
963,37767,ELKINS,ONE,"MOUNTAIN-VALLEY BANCSHARES, INC.",1404641,WV
964,37771,PETERSTOWN,ONE,"PETERSTOWN BANCORP, INC.",2942805,WV
965,37773,ROMNEY,ONE,"EASTERN BANCSHARES, INC.",1363784,WV
966,37778,SPENCER,ONE,"WEST-CENTRAL BANCORP, INC.",1076169,WV
967,37782,WELCH,ONE,"MCNB BANKS, INC.",2913083,WV
968,37792,ALTAVISTA,ONE,PINNACLE BANKSHARES CORPORATION,2534406,VA
969,37807,BLACKSBURG,ONE,"NATIONAL BANKSHARES, INC.",1139925,VA
970,37832,DANVILLE,ONE,AMERICAN NATIONAL BANKSHARES INC.,1076691,VA
971,37860,FLOYD,ONE,PARKWAY ACQUISITION CORP,4949303,VA
972,37880,KILMARNOCK,ONE,"CHESAPEAKE FINANCIAL SHARES, INC.",1075881,VA
973,37897,JONESVILLE,ONE,"POWELL VALLEY BANKSHARES, INC.",1249271,VA
974,37904,HAMPTON,MULT,OLD POINT FINANCIAL CORPORATION,1076673,VA
975,37926,STANLEY,ONE,"PIONEER BANKSHARES, INC.",1076422,VA
976,37933,STRASBURG,ONE,FIRST NATIONAL CORPORATION,1076123,VA
977,37947,WARRENTON,ONE,"FAUQUIER BANKSHARES, INC.",1076600,VA
978,37958,ANGOLA,ONE,"EVANS BANCORP, INC.",1401190,NY
979,37974,UNION SPRINGS,ONE,CAYUGA LAKE BANK CORPORATION,1249075,NY
980,37976,BALLSTON SPA,ONE,"BALLSTON SPA BANCORP, INC.",1048728,NY
981,37989,BRIDGEHAMPTON,ONE,"BRIDGE BANCORP, INC.",1416523,NY
982,38028,CANANDAIGUA,MULT,CANANDAIGUA NATIONAL CORPORATION,1133503,NY
983,38052,DEWITT,ONE,"COMMUNITY BANK SYSTEM, INC.",1048867,NY
984,38290,DELHI,ONE,DELHI BANK CORP.,2263331,NY
985,38297,GLEN HEAD,ONE,"FIRST OF LONG ISLAND CORPORATION, THE",1048894,NY
986,38349,GLENS FALLS,MULT,ARROW FINANCIAL CORPORATION,1048812,NY
987,38381,JEFFERSONVILLE,ONE,JEFFERSONVILLE BANCORP,1048504,NY
988,38393,KINDERHOOK,ONE,KINDERHOOK BANK CORP.,2589732,NY
989,38404,LYONS,ONE,"LYONS BANCORP, INC.",1246476,NY
990,38433,NEW YORK,MULT,CITIGROUP INC.,1951350,NY
991,39144,NORWICH,ONE,NBT BANCORP INC.,1139279,NY
992,39296,WILLSBORO,ONE,CHAMPLAIN BANK CORPORATION,1138955,NY
993,39306,BANGOR,ONE,MNB CORPORATION,2298904,PA
994,39315,BERWICK,ONE,FIRST KEYSTONE CORPORATION,1118265,PA
995,39333,HARRISBURG,ONE,CENTRIC FINANCIAL CORPORATION,1144086,PA
996,39339,DOWNINGTOWN,ONE,DNB FINANCIAL CORPORATION,1117455,PA
997,39353,INDIANA,ONE,FIRST COMMONWEALTH FINANCIAL CORPORATION,1071306,PA
998,39490,DUNMORE,ONE,"FNCB BANCORP, INC.",2560263,PA
999,39507,EPHRATA,ONE,"HIBSHMAN TRUST FOR EPHRATA NATIONAL BANK STOCK, THE",1116681,PA
1000,39523,GETTYSBURG,ONE,ACNB CORPORATION,1117464,PA
1001,39552,SCRANTON,ONE,PEOPLES FINANCIAL SERVICES CORPORATION,1139541,PA
1002,39580,HONESDALE,ONE,"HONAT BANCORP, INC.",1144107,PA
1003,39592,JOHNSTOWN,MULT,"AMERISERV FINANCIAL, INC",1117316,PA
1004,39609,LANCASTER,MULT,FULTON FINANCIAL CORPORATION,1117129,PA
1005,39796,WILLIAMSPORT,MULT,"PENNS WOODS BANCORP, INC.",1117688,PA
1006,39805,MALVERN,ONE,MALVERN BANK CORPORATION,2409755,PA
1007,39807,MANSFIELD,ONE,"CITIZENS FINANCIAL SERVICES, INC.",1118368,PA
1008,39835,HARRISBURG,ONE,RIVERVIEW FINANCIAL CORPORATION,2727495,PA
1009,39865,JIM THORPE,ONE,"JTNB BANCORP, INC.",1406935,PA
1010,39871,MIFFLINTOWN,ONE,FIRST COMMUNITY FINANCIAL CORPORATION,1132896,PA
1011,39882,MIFFLINTOWN,ONE,JUNIATA VALLEY FINANCIAL CORP.,1117512,PA
1012,39898,MOUNT CARMEL,ONE,UNB CORP,1249945,PA
1013,39900,NEFFS,ONE,"NEFFS BANCORP, INC.",1140097,PA
1014,39901,NEWTOWN,ONE,"FNB BANCORP, INC.",1117491,PA
1015,39917,NEW TRIPOLI,ONE,"NEW TRIPOLI BANCORP, INC.",1138106,PA
1016,39920,NORTHUMBERLAND,ONE,NORTHUMBERLAND BANCORP,2575726,PA
1017,39927,PALMERTON,ONE,PALM BANCORP,1117213,PA
1018,39938,QUAKERTOWN,ONE,QNB CORP.,1118434,PA
1019,39973,SOUDERTON,ONE,UNIVEST FINANCIAL CORPORATION,1116609,PA
1020,40020,TURBOTVILLE,ONE,"TURBOTVILLE NATIONAL BANCORP, INC.",1142813,PA
1021,40021,WELLSBORO,ONE,CITIZENS & NORTHERN CORPORATION,1143623,PA
1022,40048,CARMICHAELS,ONE,"CB FINANCIAL SERVICES, INC.",3333718,PA
1023,40074,EMLENTON,ONE,EMCLAIRE FINANCIAL CORP,1480944,PA
1024,40094,FRYBURG,ONE,"FRYBURG BANKING COMPANY, INC.",2687601,PA
1025,40100,PITTSBURGH,MULT,F.N.B. CORPORATION,3005332,PA
1026,40481,KITTANNING,ONE,NEXTIER INCORPORATED,2264404,PA
1027,40510,INDIANA,ONE,COMMUNITY BANKERS' CORPORATION,1138928,PA
1028,40517,MARS,ONE,"MARS BANCORP, INC.",4655266,PA
1029,40563,MIAMI,ONE,"COCONUT GROVE BANKSHARES, INC.",2809560,FL
1030,40568,WAUCHULA,MULT,CREWS BANKING CORPORATION,1081239,FL
1031,40575,VIDALIA,ONE,"HEART OF GEORGIA BANCSHARES, INC.",2349516,GA
1032,40578,ATLANTA,ONE,CITIZENS BANCSHARES CORPORATION,1078958,GA
1033,40585,BATH,ONE,BATH STATE BANCORP,1249329,IN
1034,40587,CARMEL,MULT,MERCHANTS BANCORP,3530786,IN
1035,40592,CYNTHIANA,ONE,CYNTHIANA BANCORPORATION,1134153,IN
1036,40598,NORTH SALEM,ONE,"NORTH SALEM STATE BANCORPORATION, THE",1136830,IN
1037,40608,GARRETT,ONE,G.S.B. FINANCIAL CORPORATION,1210011,IN
1038,40612,FAIRFAX,ONE,"VANDERBILT HOLDING COMPANY, INC.",2524537,IA
1039,40614,NORTHWOOD,ONE,NORTHWOOD FINANCIAL SERVICES CORPORATION,1204841,IA
1040,40617,LE MARS,ONE,"PRIMEBANK, INC.",2700500,IA
1041,40621,BELLEVILLE,ONE,"REPUBLIC BANCORP, INC.",3333790,KS
1042,40623,SPRING HILL,ONE,"DUNMIRE AGENCY, INC., THE",1051063,KS
1043,40624,HAZARD,ONE,HAZARD BANCORP,1357082,KY
1044,40631,JAMESTOWN,ONE,JAMESTOWN BANCORP INC,1399804,KY
1045,40634,HODGENVILLE,ONE,"MAGNOLIA BANCSHARES, INC.",1095843,KY
1046,40638,MAYSVILLE,ONE,"SECURITY BANCORP OF MAYSVILLE, INC.",2952484,KY
1047,40641,RUSSELL,ONE,"FIRST & PEOPLES BANCSHARES, INC.",1363935,KY
1048,40645,HARTFORD,ONE,"OHIO COUNTY COMMUNITY BANCSHARES, INC.",1951127,KY
1049,40649,HAWESVILLE,ONE,"HANCOCK BANCORP, INC.",1144237,KY
1050,40656,OWENTON,ONE,"OWENTON BANCORP, INC.",1096420,KY
1051,40657,OWENSBORO,ONE,"INDEPENDENCE BANCSHARES, INC.",1118854,KY
1052,40682,COLFAX,ONE,COMMUNITY BANCSHARES COMPANY,2948254,LA
1053,40687,MANY,ONE,"SABINE BANCSHARES, INC.",1108042,LA
1054,40739,GUEYDAN,ONE,"GUEYDAN BANCSHARES, INC.",1084801,LA
1055,40740,VACHERIE,ONE,ONE AMERICAN CORP.,1083729,LA
1056,40765,CAMBRIDGE,ONE,CAMBRIDGE BANCORP,1115013,MA
1057,40782,TRAVERSE CITY,ONE,"CENTRAL-STATE BANCORP, INC.",1245666,MI
1058,40788,HONOR,ONE,"HONOR BANCORP, INC.",1881680,MI
1059,40796,BALDWIN,ONE,LAKE FINANCIAL CORPORATION,4764346,MI
1060,40806,ONTONAGON,ONE,"CITIZENS BANCSHARES, INC.",1129047,MI
1061,40807,EDEN PRAIRIE,ONE,"FLAGSHIP FINANCIAL GROUP, INC.",1128675,MN
1062,40813,LISMORE,ONE,"LISMORE FINANCIAL SERVICES, INC.",1129186,MN
1063,40814,RED WING,ONE,"NOBLE BANK HOLDING COMPANY, INC.",1127548,MN
1064,40817,MINNEAPOLIS,MULT,"TYSAN CORPORATION, THE",1125085,MN
1065,40818,ALEXANDRIA,MULT,VIKING FINANCIAL CORPORATION,1449512,MN
1066,40819,CEYLON,ONE,"CEYLON BANCORPORATION, INC.",1127173,MN
1067,40820,EXCELSIOR,ONE,"HAMBURG FINANCIAL, INC.",1128086,MN
1068,40821,NEW ULM,ONE,"CITIZENS BANCORPORATION OF NEW ULM, INC.",1135114,MN
1069,40825,CHANHASSEN,ONE,"MIDWEST BANCSHARES, INC.",1128705,MN
1070,40829,MARIETTA,ONE,"DAKOTA FINANCIAL, INC.",3615272,MN
1071,40832,FREEPORT,ONE,"FREEPORT BANCSHARES, INC.",1125795,MN
1072,40838,SWANVILLE,ONE,"SWANVILLE BANCSHARES, INC.",1124622,MN
1073,40840,HAZLEHURST,ONE,"COPIAH BANCSHARES, INC.",3319972,MS
1074,40849,HOLLY SPRINGS,ONE,HOLLY SPRINGS BANCSHARES INC,2590644,MS
1075,40854,VICKSBURG,ONE,RIVERHILLS CAPITAL CORPORATION,1082786,MS
1076,40858,INDIANOLA,ONE,PLANTERS HOLDING COMPANY,1096484,MS
1077,40877,ANGUILLA,ONE,PYRAMID FINANCIAL CORPORATION,3664216,MS
1078,40885,ADRIAN,ONE,"ADRIAN BANCSHARES, INC.",1399505,MO
1079,40888,SPRINGFIELD,ONE,"JAMESMARK BANCSHARES, INC.",2816803,MO
1080,40894,MOBERLY,ONE,"CAIRO/MOBERLY BANCSHARES, INC.",1096916,MO
1081,40896,SIKESTON,ONE,"MONTGOMERY BANCORPORATION, INC.",1119495,MO
1082,40906,SALISBURY,ONE,"WIDMER BANCSHARES, INC.",1917918,MO
1083,40910,LINCOLN,ONE,"LINCOLN BANCSHARES, INC.",1066094,MO
1084,40914,KANSAS CITY,MULT,UMB FINANCIAL CORPORATION,1049828,MO
1085,41010,TROY,MULT,"LINCOLN COUNTY BANCORP, INC.",1097173,MO
1086,41016,ALTON,MULT,"ALTON BANCSHARES, INC.",1491548,MO
1087,41018,POPLAR BLUFF,MULT,"FMS BANCORP, INC.",1491463,MO
1088,41020,GARDEN CITY,ONE,"LEAD FINANCIAL GROUP, INC.",2963501,MO
1089,41023,BUFFALO,ONE,"BUFFALO BANCSHARES, INC.",1143968,MO
1090,41028,GAINESVILLE,MULT,"CENTURY BANCSHARES, INC.",1095469,MO
1091,41032,FORSYTH,ONE,"FORSYTH BANCSHARES, INC.",1247017,MT
1092,41033,MOUNTAIN GROVE,ONE,"FIRST BANCSHARES, INC.",2484417,MO
1093,41043,BROKEN BOW,ONE,FIRST CENTRAL NEBRASKA CO.,1051072,NE
1094,41048,SWANTON,ONE,"SWANTON AGENCY, INC.",1054895,NE
1095,41050,PLATTSMOUTH,ONE,SCHNEIDER BANCORPORATION,1399644,NE
1096,41053,HARVEY,ONE,"FIRST HARVEY BANCORPORATION, INC.",1128666,ND
1097,41055,DRAYTON,MULT,"KODA BANCOR, INC.",1126671,ND
1098,41059,ARTHUR,ONE,FIRST FINANCIAL CORPORATION,1128040,ND
1099,41069,HANKINSON,ONE,LINCOLN HOLDING COMPANY,1495788,ND
1100,41072,WATERFORD,ONE,2012 WATERFORD COMMERCIAL & SAVINGS BANK SHAREHOLDERS VOTING TRUST,4452401,OH
1101,41075,CHAMBERSBURG,ONE,FRANKLIN FINANCIAL SERVICES CORPORATION,1118238,PA
1102,41100,WEST MILTON,ONE,"SUSQUEHANNA COMMUNITY FINANCIAL, INC",1985216,PA
1103,41106,JOHNSTOWN,MULT,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",1830240,PA
1104,41122,COOKEVILLE,MULT,B.P.C. CORPORATION,1081613,TN
1105,41136,TREZEVANT,ONE,"F & M BANCSHARES, INC.",1135806,TN
1106,41146,SANTA ROSA,ONE,"FRANK P. DOYLE TRUST, ARTICLE IX",1025998,CA
1107,41165,PLEASANT HILL,ONE,"CLAYTON BANCSHARES, INC.",1095861,IL
1108,41169,BETHANY,ONE,"SCOTT BANCSHARES, INC.",1206425,IL
1109,41178,GREENFIELD,ONE,"GREENFIELD BANCORPORATION, LTD",3640407,IA
1110,41180,IDA GROVE,ONE,"FIRST STATE BANCSHARES, INC.",2592705,IA
1111,41185,MARCUS,ONE,WEST IOWA BANC CORP.,1249187,IA
1112,41187,SLOAN,ONE,SLOAN STATE CORPORATION,1201439,IA
1113,41189,EARLING,ONE,J. CARL H. BANCORPORATION,1135534,IA
1114,41192,OMAHA,ONE,"VIKING CORPORATION, THE",1021570,NE
1115,41195,RAKE,ONE,RAKE BANCORPORATION,1210002,IA
1116,41197,SAINT PAUL,MULT,"READLYN BANCSHARES, INC.",1139327,MN
1117,41199,VIDALIA,ONE,CONCORDIA CAPITAL CORPORATION,2557414,LA
1118,41206,COUSHATTA,ONE,"COUSHATTA BANCSHARES, INC.",1104530,LA
1119,41207,ERATH,ONE,BANK OF ERATH HOLDING COMPANY,4125152,LA
1120,41210,NEWELLTON,ONE,"TENSAS BANCSHARES, INC.",1109487,LA
1121,41214,OPELOUSAS,ONE,"ST. LANDRY BANCSHARES, INC.",1417203,LA
1122,41223,LESTER PRAIRIE,ONE,"PRAIRIE BANCSHARES, INC.",1125058,MN
1123,41225,GAYLORD,ONE,PROGRESSIVE GROWTH CORP.,1126877,MN
1124,41228,SAINT PAUL,ONE,"CHEROKEE BANCSHARES, INC.",1128228,MN
1125,41232,FAIRMONT,ONE,"WEB, INC.",1126112,MN
1126,41233,PERHAM,ONE,"PERHAM STATE BANCSHARES, INC.",1126242,MN
1127,41237,SAINT JOSEPH,MULT,"SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.",3348011,MN
1128,41241,MERIDIAN,ONE,GREAT SOUTHERN CAPITAL CORPORATION,1080568,MS
1129,41253,MORTON,ONE,"MORTON BANCORP, INC.",3073911,MS
1130,41254,CARROLLTON,ONE,"KNOTT HOLDING COMPANY, INC.",1060047,MO
1131,41259,GRAIN VALLEY,ONE,"GRAIN VALLEY BANCSHARES, INC.",2858942,MO
1132,41261,LEE'S SUMMIT,MULT,GOPPERT FINANCIAL CORP.,1051380,MO
1133,41267,ROGERSVILLE,ONE,"WILDCAT BANCSHARES, INC.",4504917,MO
1134,41269,VIENNA,ONE,"MARIES COUNTY BANCORP., INC.",1099814,MO
1135,41280,IBERIA,ONE,"MILCO BANCORPORATION, INC.",1118760,MO
1136,41282,MONTROSE,ONE,"MONTROSE SAVINGS BANCSHARES, INC.",1062694,MO
1137,41283,LINCOLN,ONE,"BBIG HOLDINGS, LLC",4459754,NE
1138,41287,HORDVILLE,ONE,FIRSTAND CO.,2684589,NE
1139,41291,BOWMAN,ONE,"DAKOTA WESTERN BANKSHARES, INC.",1124798,ND
1140,41296,TOLNA,ONE,"TOLNA BANCORP, INC.",1135039,ND
1141,41299,WISHEK,ONE,"WISHEK BANCORPORATION, INC.",1125517,ND
1142,41302,WEST SALEM,ONE,"COMMUNITY INDEPENDENT BANCORP, INC.",1883219,OH
1143,41307,PARIS,ONE,COMMERCIAL HOLDING COMPANY,1099382,TN
1144,41318,PARSONS,ONE,TOWNSEND FINANCIAL CORPORATION,1095807,TN
1145,41319,NASHVILLE,ONE,FB FINANCIAL CORPORATION,1132104,TN
1146,41393,TIMBERVILLE,ONE,F & M BANK CORP.,1076495,VA
1147,41408,RICHMOND,ONE,COMMUNITY BANKERS TRUST CORPORATION,3687046,VA
1148,41434,GALESVILLE,ONE,"GALE BANK HOLDING COMPANY, INC.",1127249,WI
1149,41439,PORT WASHINGTON,ONE,"PORT BANCSHARES, INC.",1208577,WI
1150,41448,AUGUSTA,ONE,KIMBERLY LEASING CORPORATION,1122990,WI
1151,41462,CHEYENNE,ONE,"FARMERS STATE BANKSHARES, INC.",1061996,WY
1152,41464,LUSK,ONE,BANKERS CAPITAL CORPORATION,1051353,WY
1153,41465,RANCHESTER,ONE,"COWBOY STATE BANCORP, INC.",2992426,WY
1154,41467,BENTONVILLE,ONE,"ARVEST BANK GROUP, INC.",1095674,AR
1155,41741,RISON,ONE,"SIGMA HOLDINGS, INC.",4512378,AR
1156,41743,DUMAS,ONE,M & F FINANCIAL CORPORATION,1099506,AR
1157,41754,MIDDLEBURY,ONE,CRYSTAL VALLEY FINANCIAL CORPORATION,1210244,IN
1158,41760,CRESTON,ONE,"IOWA COMMUNITY BANCORP, INC.",2791553,IA
1159,41765,WHEATLAND,ONE,WHEATLAND BANCORPORATION,1206014,IA
1160,41771,NEOLA,ONE,FMSB BANCORP,2072270,IA
1161,41773,SAC CITY,ONE,CITIZENS HOLDING COMPANY,1203835,IA
1162,41775,WHITTEMORE,ONE,"WHITTEMORE BANCSHARES, INC.",1245611,IA
1163,41778,LANSING,ONE,"KERNDT BANK SERVICES, INC.",1203590,IA
1164,41784,SACRAMENTO,ONE,SACRAMENTO BANCORP,1133923,KY
1165,41786,SPRINGFIELD,ONE,"SPRINGFIELD BANKSHARES, INC.",1119365,KY
1166,41789,CECILIA,ONE,"FIRST CECILIAN BANCORP, INC.",1928633,KY
1167,41804,COLUMBIA,ONE,"COLUMBIA BANCSHARES, INC.",1132140,KY
1168,41807,WINCHESTER,ONE,"GENBEACH CO., INC.",1246944,KY
1169,41817,MANSURA,ONE,"MANSURA BANCSHARES, INC.",1081097,LA
1170,41829,JONESBORO,ONE,"JACKSON BANCORP, INC.",1131705,LA
1171,41830,MARKSVILLE,ONE,"UNION BANCSHARES, INCORPORATED",1084566,LA
1172,41838,SALISBURY,ONE,DELMAR BANCORP,1249918,MD
1173,41854,HEBRON,ONE,"HSB BANCORP, INC.",2876544,MD
1174,41867,PRESTON,ONE,PSB HOLDING CORP.,2496269,MD
1175,41877,QUEENSTOWN,ONE,"QUEENSTOWN BANCORP OF MARYLAND, INC.",2618614,MD
1176,41885,ADAMS,ONE,"ADAMS BANCSHARES, INC.",1126738,MN
1177,41888,ADRIAN,ONE,ADRIAN BUILDING CORPORATION,1125254,MN
1178,41889,GLENWOOD,ONE,"EAGLE INVESTMENT COMPANY, INC.",2565950,MN
1179,41894,WHEATON,ONE,TRAVERSE COUNTY INVESTMENT CORPORATION,1124369,MN
1180,41898,CURRIE,ONE,"CURRIE BANCORPORATION, INC.",1125151,MN
1181,41900,WELLS,ONE,PEOPLES EQUITY CORPORATION,1125124,MN
1182,41903,SAINT CLOUD,ONE,AMERICAN HERITAGE HOLDING COMPANY,4520953,MN
1183,41909,APPLETON,ONE,MPS INVESTMENT COMPANY,1121984,MN
1184,41913,DULUTH,ONE,NORTH SHORE FINANCIAL CORPORATION,1136540,MN
1185,41929,CHANDLER,ONE,"CHANDLER BANCSHARES, INC.",1843688,MN
1186,41930,GRAND RAPIDS,ONE,"REMER BANCORPORATION, INC.",1126327,MN
1187,41934,WATKINS,ONE,"NEISEN BANCSHARES, INC.",1124592,MN
1188,41935,WEST CONCORD,ONE,"WEST CONCORD BANCSHARES, INC.",1135619,MN
1189,41937,WINONA,ONE,"MERCHANTS FINANCIAL GROUP, INC.",1128769,MN
1190,41959,WINGER,ONE,"FINANCIAL SERVICES OF WINGER, INC.",1127276,MN
1191,41963,MACON,ONE,BANKFIRST CAPITAL CORPORATION,1247455,MS
1192,41988,GREENWOOD,ONE,STATE BANK & TRUST COMPANY EMPLOYEE STOCK OWNERSHIP PLAN,3131893,MS
1193,42023,BRANDON,ONE,"COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN",2313544,MS
1194,42069,JAMESPORT,ONE,"COUNTRY BANCSHARES, INC.",1056910,MO
1195,42074,KANSAS CITY,MULT,CCB FINANCIAL CORPORATION,1053496,MO
1196,42098,FESTUS,ONE,"MIDWEST REGIONAL BANCORP, INC.",3595020,MO
1197,42106,SULLIVAN,ONE,"MID-MISSOURI HOLDING COMPANY, INC",2300768,MO
1198,42114,BLUE SPRINGS,ONE,"URICH BANCORP, INC.",1064492,MO
1199,42115,JONESBURG,ONE,"MONTGOMERY BANCSHARES, INC.",1100251,MO
1200,42118,SAINT LOUIS,ONE,"UNITY BANCSHARES, L.L.C.",2630746,MO
1201,42130,MARYVILLE,ONE,"NODAWAY VALLEY BANCSHARES, INC.",1066414,MO
1202,42141,FARGO,ONE,BANK FORWARD EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST,4932798,ND
1203,42154,FORMAN,ONE,"SARGENT BANKSHARES, INC.",1126617,ND
1204,42159,SIOUX FALLS,ONE,MERCHANTS HOLDING COMPANY,1142206,SD
1205,42167,WEWOKA,ONE,SECURITY BANCSHARES CORPORATION,4414838,OK
1206,42172,MENNO,ONE,MENNO HOLDING COMPANY,1126831,SD
1207,42173,ROSCOE,ONE,"ROSCOE COMMUNITY BANKSHARES, INC.",2619059,SD
1208,42176,WESSINGTON,ONE,"WESSINGTON BANKSHARES, INC.",1123018,SD
1209,42180,CHARLES TOWN,ONE,"POTOMAC BANCSHARES, INC.",2234920,WV
1210,42189,GRANTSVILLE,ONE,"CALHOUN BANKSHARES, INC.",1357046,WV
1211,42193,LOST CREEK,ONE,"HARRISON BANKSHARES, INC.",1249178,WV
1212,42197,LAND O'LAKES,ONE,"HEADWATERS BANCORP, INC.",1127351,WI
1213,42199,IRON RIVER,MULT,"SECURITY BANK SHARES, INC.",1128497,WI
1214,42202,PLATTEVILLE,ONE,"MOUND CITY FINANCIAL SERVICES, INC.",2510428,WI
1215,42208,MONTICELLO,ONE,HERKY HAWK FINANCIAL CORP.,1245741,IA
1216,42215,MOUNDVILLE,ONE,"MOUNDVILLE BANCSHARES, INC.",2317690,AL
1217,42216,HAWKINSVILLE,ONE,PLANTERS FIRST BANCORP,1081136,GA
1218,42225,FORSYTH,ONE,"HOGAN INVESTMENTS I, INC.",2631435,GA
1219,42235,HARVARD,ONE,"HARVARD BANCSHARES, INC.",1209604,IL
1220,42240,ROCHELLE,ONE,"HOLCOMB BANCORP, INC., EMPLOYEE STOCK OWNERSHIP PLAN",2391784,IL
1221,42245,SOUTH BEND,ONE,1ST SOURCE CORPORATION,1199602,IN
1222,42328,OTTUMWA,ONE,"CORNERSTONE FINANCIAL SERVICES GROUP, INC.",1142372,IA
1223,42332,PILOT GROVE,ONE,PILOT GROVE SAVINGS BANK EMPLOYEE STOCK OWNERSHIP PLAN,1881532,IA
1224,42345,ROWLEY,ONE,"SHIELDS AGENCY, INC.",1201701,IA
1225,42346,SAINT PAUL,ONE,"TRIPOLI BANCSHARES, INC.",1141508,MN
1226,42347,WEST BEND,ONE,WEST BEND BANCORP.,1916760,IA
