,Unnamed: 0,ADDRESS,ASSET,BKCLASS,CALL,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CLCODE,CNTRYNA,DENOVO,DEPDOM,DEPSUM,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,INSAGNT1,INSBRDD,INSBRTS,INSURED,NAMEFULL,OCCDIST,OCCNAME,REGAGNT,RSSDID,SPECDESC,SPECGRP,STALP,STCNTY,STNAME,UNIT,USA,ZIP
165,735,2 Southeast Fourth,211033.0,NM,CALL,402,STATE,State Agency,STATE,Tuttle,21,United States,0.0,183805.0,183805.0,13492,,13,Dallas,10,Kansas City,DIF,,,CB,Sooner State Bank,5,Southwest District,FDIC,534756,COMMERCIAL LENDING,4,OK,40051,Oklahoma,0.0,1,73089
166,739,1101 West Main Street,114017.0,SM,CALL,404,STATE,State Agency,STATE,Quinton,13,United States,0.0,102623.0,102623.0,12842,,13,Dallas,10,Kansas City,DIF,,,CB,The Farmers State Bank,5,Southwest District,FED,647759,ALL OTHER < $1 BILLION,8,OK,40121,Oklahoma,0.0,1,74561
168,743,202 South Square,87654.0,NM,CALL,406,STATE,State Agency,STATE,Cleo Springs,21,United States,0.0,71772.0,71772.0,16947,,13,Dallas,10,Kansas City,DIF,,,CB,Cleo State Bank,5,Southwest District,FDIC,155759,AGRICULTURAL,2,OK,40093,Oklahoma,0.0,1,73729
170,747,1117 Tenth Street,253140.0,NM,CALL,414,STATE,State Agency,STATE,Woodward,21,,0.0,211361.0,211361.0,0,,13,Dallas,10,Kansas City,DIF,,,CB,The Stock Exchange Bank,5,Southwest District,FDIC,958558,ALL OTHER < $1 BILLION,8,OK,40153,Oklahoma,0.0,1,73801
173,752,202 North Main Street,149250.0,NM,CALL,418,STATE,State Agency,STATE,Okeene,21,United States,0.0,129420.0,129420.0,9403,,13,Dallas,10,Kansas City,DIF,,,CB,High Plains Bank,5,Southwest District,FDIC,881852,AGRICULTURAL,2,OK,40011,Oklahoma,0.0,1,73763
175,756,402 West Broadway,72507.0,NM,CALL,419,STATE,State Agency,STATE,Okemah,21,United States,0.0,54210.0,54210.0,13606,,13,Dallas,10,Kansas City,DIF,,,CB,The Citizens State Bank,5,Southwest District,FDIC,919755,AGRICULTURAL,2,OK,40107,Oklahoma,0.0,1,74859
176,757,121 West Broadway Street,36791.0,NM,CALL,420,STATE,State Agency,STATE,Vici,21,United States,0.0,32128.0,32128.0,0,,13,Dallas,10,Kansas City,DIF,,,CB,Bank of Vici,5,Southwest District,FDIC,286251,COMMERCIAL LENDING,4,OK,40043,Oklahoma,1.0,1,73859
178,759,402 Broadway,169969.0,NM,CALL,421,STATE,State Agency,STATE,Cheyenne,21,United States,0.0,142751.0,142751.0,0,,13,Dallas,10,Kansas City,DIF,,,CB,Security State Bank,5,Southwest District,FDIC,58551,AGRICULTURAL,2,OK,40129,Oklahoma,0.0,1,73628
179,760,24 West Division Street,80585.0,NM,CALL,422,STATE,State Agency,STATE,Stilwell,21,United States,0.0,68178.0,68178.0,14419,,13,Dallas,10,Kansas City,DIF,,,CB,Bank of Commerce,5,Southwest District,FDIC,322850,COMMERCIAL LENDING,4,OK,40001,Oklahoma,0.0,1,74960
182,763,510-512 West Main Street,68175.0,NM,CALL,428,STATE,State Agency,STATE,Henryetta,21,,0.0,58737.0,58737.0,17415,,13,Dallas,10,Kansas City,DIF,,,CB,American Exchange Bank,5,Southwest District,FDIC,811550,ALL OTHER < $1 BILLION,8,OK,40111,Oklahoma,0.0,1,74437
183,764,100 South Broadway,113027.0,N,CALL,432,FED,Comptroller of the Currency,OCC,Hugo,3,United States,0.0,90596.0,90596.0,13967,,13,Dallas,10,Kansas City,DIF,,,CB,Security First National Bank of Hugo,5,Southwest District,OCC,422657,AGRICULTURAL,2,OK,40023,Oklahoma,0.0,1,74743
186,772,42621 Route 6 East,389773.0,NM,CALL,444,STATE,State Agency,STATE,Wyalusing,21,United States,0.0,331657.0,331657.0,9808,,2,New York,3,Philadelphia,DIF,,,CB,PS Bank,1,Northeast District,FDIC,597313,COMMERCIAL LENDING,4,PA,42015,Pennsylvania,0.0,1,18853
188,780,3279 South Main Street,419604.0,NM,CALL,445,STATE,State Agency,STATE,Sandy Lake,21,United States,0.0,341559.0,341559.0,9674,,2,New York,4,Cleveland,DIF,,,CB,Mercer County State Bank,1,Northeast District,FDIC,866121,COMMERCIAL LENDING,4,PA,42085,Pennsylvania,0.0,1,16145
190,788,7 East Highway 12,58441.0,NM,CALL,484,STATE,State Agency,STATE,Groton,21,,0.0,49692.0,49692.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,First State Bank of Claremont,4,Midwest District,FDIC,99255,AGRICULTURAL,2,SD,46013,South Dakota,0.0,1,57445
191,789,1600 Main Street,234660.0,NM,CALL,485,STATE,State Agency,STATE,Tyndall,21,United States,0.0,199862.0,199862.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,Security State Bank,4,Midwest District,FDIC,435255,AGRICULTURAL,2,SD,46009,South Dakota,0.0,1,57066
194,793,803 Main Street,39323.0,NM,CALL,492,STATE,State Agency,STATE,Timber Lake,21,United States,0.0,36093.0,36093.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,Western Dakota Bank,4,Midwest District,FDIC,128258,AGRICULTURAL,2,SD,46041,South Dakota,0.0,1,57656
195,795,124 Elk Street,195276.0,NM,CALL,496,STATE,State Agency,STATE,Elkton,21,United States,0.0,162770.0,162770.0,16027,,11,Kansas City,9,Minneapolis,DIF,,,CB,BankStar Financial,4,Midwest District,FDIC,109453,AGRICULTURAL,2,SD,46011,South Dakota,0.0,1,57026
197,798,101 South Main Street,113912.0,NM,CALL,501,STATE,State Agency,STATE,Plankinton,21,United States,0.0,100992.0,100992.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,Farmers and Merchants State Bank,4,Midwest District,FDIC,601153,AGRICULTURAL,2,SD,46003,South Dakota,0.0,1,57368
200,801,1204 Yellowstone Street,89378.0,NM,CALL,504,STATE,State Agency,STATE,Fort Pierre,21,United States,0.0,77893.0,77893.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,Dakota Prairie Bank,4,Midwest District,FDIC,464255,AGRICULTURAL,2,SD,46117,South Dakota,0.0,1,57532
202,805,702 7th Street,112474.0,NM,CALL,505,STATE,State Agency,STATE,Eureka,21,United States,0.0,95454.0,95454.0,0,,11,Kansas City,9,Minneapolis,DIF,,,CB,Great Plains Bank,4,Midwest District,FDIC,589158,AGRICULTURAL,2,SD,46089,South Dakota,0.0,1,57437
203,806,103 East Second,25398.0,SM,CALL,526,STATE,State Agency,STATE,Pine Bluffs,13,United States,0.0,22760.0,22760.0,0,,14,San Francisco,10,Kansas City,DIF,,,CB,Farmers State Bank,4,Midwest District,FED,542854,AGRICULTURAL,2,WY,56021,Wyoming,1.0,1,82082
205,809,285 Main Street,152372.0,NM,CALL,529,STATE,State Agency,STATE,Lander,21,United States,0.0,135934.0,135934.0,0,,14,San Francisco,10,Kansas City,DIF,,,CB,Central Bank and Trust,4,Midwest District,FDIC,903950,COMMERCIAL LENDING,4,WY,56013,Wyoming,0.0,1,82520
207,1583,One M And T Plaza,121114564.0,SM,CALL,588,STATE,State Agency,STATE,Buffalo,13,United States,0.0,91796081.0,91796081.0,11394,,2,New York,2,New York,DIF,,,CB,Manufacturers and Traders Trust Company,1,Northeast District,FED,501105,COMMERCIAL LENDING,4,NY,36029,New York,0.0,1,14203
209,1631,One Chemung Canal Plaza,1748071.0,SM,CALL,597,STATE,State Agency,STATE,Elmira,13,United States,0.0,1545501.0,1545501.0,10696,,2,New York,2,New York,DIF,,,CB,Chemung Canal Trust Company,1,Northeast District,FED,884303,COMMERCIAL LENDING,4,NY,36015,New York,0.0,1,14902
211,1636,118 E. Seneca Street,2050298.0,NM,CALL,609,STATE,State Agency,STATE,Ithaca,21,United States,0.0,1525660.0,1525660.0,10202,,2,New York,2,New York,DIF,,,CB,Tompkins Trust Company,1,Northeast District,FDIC,433608,COMMERCIAL LENDING,4,NY,36109,New York,0.0,1,14850
213,1649,3263 Franklin Avenue,220693.0,SM,CALL,618,STATE,State Agency,STATE,Millbrook,13,United States,0.0,194004.0,194004.0,0,,2,New York,2,New York,DIF,,,CB,Bank of Millbrook,1,Northeast District,FED,175609,ALL OTHER < $1 BILLION,8,NY,36027,New York,0.0,1,12545
215,1656,275 Seventh Avenue,4969306.0,NM,CALL,622,STATE,State Agency,STATE,New York,21,United States,0.0,4148796.0,4148796.0,9297,,2,New York,2,New York,DIF,,,CB,Amalgamated Bank,1,Northeast District,FDIC,661308,COMMERCIAL LENDING,4,NY,36061,New York,0.0,1,10001
217,1668,60 Wall Street,42445000.0,SM,CALL,623,STATE,State Agency,STATE,New York,13,Germany,0.0,29193000.0,29193000.0,0,,2,New York,2,New York,DIF,,,CB,Deutsche Bank Trust Company Americas,1,Northeast District,FED,214807,ALL OTHER > $1 BILLION,9,NY,36061,New York,0.0,1,10005
219,2002,1111 Polaris Parkway,2354812000.0,N,CALL,628,FED,Comptroller of the Currency,OCC,Columbus,3,United States,0.0,1311219000.0,1311219000.0,0,,9,Chicago,4,Cleveland,DIF,,,CB,"JPMorgan Chase Bank, National Association",3,Central District,OCC,852218,INTERNATIONAL,1,OH,39041,Ohio,0.0,1,43240
221,6695,240 Greenwich Street,310148000.0,SM,CALL,639,STATE,State Agency,STATE,New York,13,United States,0.0,140976000.0,140976000.0,0,,2,New York,2,New York,DIF,,,CB,The Bank of New York Mellon,1,Northeast District,FED,541101,INTERNATIONAL,1,NY,36061,New York,0.0,1,10286
223,6747,55 North Main Street,4280282.0,SM,CALL,659,STATE,State Agency,STATE,Warsaw,13,United States,0.0,3484786.0,3484786.0,14115,,2,New York,2,New York,DIF,,,CB,Five Star Bank,1,Northeast District,FED,601416,COMMERCIAL LENDING,4,NY,36121,New York,0.0,1,14569
225,6760,473 Broadway,1191632.0,SM,CALL,660,STATE,State Agency,STATE,Saratoga Springs,13,United States,0.0,1034590.0,1034590.0,0,,2,New York,2,New York,DIF,,,CB,The Adirondack Trust Company,1,Northeast District,FED,645317,COMMERCIAL LENDING,4,NY,36091,New York,0.0,1,12866
227,6771,232 East Street,726302.0,NM,CALL,686,STATE,State Agency,STATE,Bloomsburg,21,United States,0.0,530240.0,530240.0,11521,,2,New York,3,Philadelphia,DIF,,,CB,First Columbia Bank & Trust Co.,1,Northeast District,FDIC,881012,ALL OTHER < $1 BILLION,8,PA,42037,Pennsylvania,0.0,1,17815
229,6800,717 Main Street,1223296.0,NM,CALL,698,STATE,State Agency,STATE,Honesdale,21,United States,0.0,983437.0,983437.0,11037,,2,New York,3,Philadelphia,DIF,,,CB,Wayne Bank,1,Northeast District,FDIC,59316,COMMERCIAL LENDING,4,PA,42127,Pennsylvania,0.0,1,18431
231,6834,77 East King Street,2397668.0,SM,CALL,713,STATE,State Agency,STATE,Shippensburg,13,United States,0.0,2033610.0,2033610.0,10038,,2,New York,3,Philadelphia,DIF,,,CB,Orrstown Bank,1,Northeast District,FED,342410,COMMERCIAL LENDING,4,PA,42041,Pennsylvania,0.0,1,17257
233,6859,Fourth And Main Streets,1080711.0,NM,CALL,734,STATE,State Agency,STATE,Paris,21,United States,0.0,840655.0,840655.0,9690,,9,Chicago,4,Cleveland,DIF,,,CB,Kentucky Bank,3,Central District,FDIC,373115,COMMERCIAL LENDING,4,KY,21017,Kentucky,0.0,1,40361
235,6864,3 West Main Street,143116.0,SM,CALL,737,STATE,State Agency,STATE,Apple Creek,13,United States,0.0,124672.0,124672.0,12343,,9,Chicago,4,Cleveland,DIF,,,CB,The Apple Creek Banking Company,3,Central District,FED,213912,COMMERCIAL LENDING,4,OH,39169,Ohio,0.0,1,44606
236,6867,1885 Northwest Boulevard,66627.0,NM,CALL,741,STATE,State Agency,STATE,Columbus,21,,0.0,58620.0,58620.0,9425,,9,Chicago,4,Cleveland,DIF,,,CB,First City Bank,3,Central District,FDIC,978417,COMMERCIAL LENDING,4,OH,39049,Ohio,1.0,1,43212
238,6874,95 West 4th Street,495377.0,SM,CALL,763,STATE,State Agency,STATE,Minster,13,United States,0.0,434355.0,434355.0,11060,,9,Chicago,4,Cleveland,DIF,,,CB,Minster Bank,3,Central District,FED,604024,COMMERCIAL LENDING,4,OH,39011,Ohio,0.0,1,45865
240,6881,640 East Main Street,335654.0,NM,CALL,769,STATE,State Agency,STATE,Pomeroy,21,United States,0.0,298336.0,298336.0,10728,,9,Chicago,4,Cleveland,DIF,,,CB,The Farmers Bank and Savings Company,3,Central District,FDIC,58225,COMMERCIAL LENDING,4,OH,39105,Ohio,0.0,1,45769
242,7079,One Bank Plaza,12468106.0,NM,CALL,803,STATE,State Agency,STATE,Wheeling,21,United States,0.0,8695448.0,8695448.0,0,,5,Atlanta,4,Cleveland,DIF,,,CB,"WesBanco Bank, Inc.",1,Northeast District,FDIC,645625,COMMERCIAL LENDING,4,WV,54069,West Virginia,0.0,1,26003
244,7087,126 South Main Street,399933.0,SM,CALL,823,STATE,State Agency,STATE,Blackstone,13,United States,0.0,336154.0,336154.0,13361,,5,Atlanta,5,Richmond,DIF,,,CB,Citizens Bank and Trust Company,1,Northeast District,FED,991621,ALL OTHER < $1 BILLION,8,VA,51135,Virginia,0.0,1,23824
245,7095,15960 Kings Highway,193863.0,SM,CALL,829,STATE,State Agency,STATE,Montross,13,United States,0.0,173047.0,173047.0,0,,5,Atlanta,5,Richmond,DIF,,,CB,Peoples Community Bank,1,Northeast District,FED,947628,COMMERCIAL LENDING,4,VA,51193,Virginia,0.0,1,22520
248,7102,95 East Main Street,288824.0,SM,CALL,845,STATE,State Agency,STATE,Romney,13,United States,0.0,205254.0,205254.0,15580,,5,Atlanta,5,Richmond,DIF,,,CB,The Bank of Romney,1,Northeast District,FED,722432,CONSUMER LENDING,6,WV,54027,West Virginia,0.0,1,26757
249,7107,215 Washington Street,65117.0,SM,CALL,847,STATE,State Agency,STATE,Saint Marys,13,United States,0.0,57213.0,57213.0,15579,,5,Atlanta,5,Richmond,DIF,,,CB,The Pleasants County Bank,1,Northeast District,FED,8631,ALL OTHER < $1 BILLION,8,WV,54073,West Virginia,0.0,1,26170
252,7110,251 Prairie Avenue,69114.0,NM,CALL,855,STATE,State Agency,STATE,Eutaw,21,United States,0.0,60469.0,60469.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,"Merchants & Farmers Bank of Greene County, Alabama",5,Southwest District,FDIC,376237,COMMERCIAL LENDING,4,AL,1063,Alabama,0.0,1,35462
254,7113,1945 Ushwy 43,242499.0,NM,CALL,861,STATE,State Agency,STATE,Winfield,21,United States,0.0,212579.0,212579.0,14010,,5,Atlanta,6,Atlanta,DIF,,,CB,State Bank & Trust,5,Southwest District,FDIC,386731,OTHER < $1 BILLION,7,AL,1093,Alabama,0.0,1,35594
255,7115,301 Broad Street,99485.0,NM,CALL,862,STATE,State Agency,STATE,York,21,,0.0,82324.0,82324.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,Bank of York,5,Southwest District,FDIC,359838,COMMERCIAL LENDING,4,AL,1119,Alabama,0.0,1,36925
258,7700,"303 Peachtreet Street, Northeast",216296957.0,SM,CALL,867,STATE,State Agency,STATE,Atlanta,13,United States,0.0,162541913.0,162541913.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,SunTrust Bank,5,Southwest District,FED,675332,COMMERCIAL LENDING,4,GA,13121,Georgia,0.0,1,30308
260,8277,112 E Beech Street,209452.0,NM,CALL,872,STATE,State Agency,STATE,Cochran,21,United States,0.0,174436.0,174436.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,State Bank of Cochran,5,Southwest District,FDIC,333034,COMMERCIAL LENDING,4,GA,13023,Georgia,0.0,1,31014
262,8301,1111 Bay Avenue,47227329.0,SM,CALL,873,STATE,State Agency,STATE,Columbus,13,United States,0.0,38358417.0,38358417.0,14036,,5,Atlanta,6,Atlanta,DIF,,,CB,Synovus Bank,5,Southwest District,FED,395238,COMMERCIAL LENDING,4,GA,13215,Georgia,0.0,1,31901
263,8576,209 Main Street,118466.0,NM,CALL,876,STATE,State Agency,STATE,Dawson,21,United States,0.0,94764.0,94764.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,Bank of Dawson,5,Southwest District,FDIC,193537,AGRICULTURAL,2,GA,13273,Georgia,1.0,1,39842
265,8578,130 Oak Street,166755.0,NM,CALL,877,STATE,State Agency,STATE,Eastman,21,United States,0.0,148211.0,148211.0,14607,,5,Atlanta,6,Atlanta,DIF,,,CB,Bank of Eastman,5,Southwest District,FDIC,204237,COMMERCIAL LENDING,4,GA,13091,Georgia,0.0,1,31023
267,8583,U.S. Highway 378 And Ward Avenue,124707.0,NM,CALL,879,STATE,State Agency,STATE,Lincolnton,21,United States,0.0,103066.0,103066.0,14287,,5,Atlanta,6,Atlanta,DIF,,,CB,Farmers State Bank,5,Southwest District,FDIC,773032,ALL OTHER < $1 BILLION,8,GA,13181,Georgia,0.0,1,30817
269,8585,36 Martin Luther King Drive,60639.0,NM,CALL,884,STATE,State Agency,STATE,Reynolds,21,United States,0.0,53664.0,53664.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,The Citizens State Bank of Taylor County,5,Southwest District,FDIC,960533,ALL OTHER < $1 BILLION,8,GA,13269,Georgia,0.0,1,31076
270,8586,1202 Second Street North,88848.0,NM,CALL,889,STATE,State Agency,STATE,Soperton,21,United States,0.0,80885.0,80885.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,The Bank of Soperton,5,Southwest District,FDIC,260831,COMMERCIAL LENDING,4,GA,13283,Georgia,0.0,1,30457
273,8590,407 Main Street,612936.0,NM,CALL,893,STATE,State Agency,STATE,Carthage,21,,0.0,497098.0,497098.0,0,,13,Dallas,6,Atlanta,DIF,,,CB,Citizens Bank,5,Southwest District,FDIC,126834,ALL OTHER < $1 BILLION,8,TN,47159,Tennessee,0.0,1,37030
275,8598,211 West Third Street,200708.0,NM,CALL,898,STATE,State Agency,STATE,Forest,21,United States,0.0,170729.0,170729.0,11435,,13,Dallas,6,Atlanta,DIF,,,CB,The Bank of Forest,5,Southwest District,FDIC,642437,COMMERCIAL LENDING,4,MS,28123,Mississippi,0.0,1,39074
277,8600,110 East Elm Street,76456.0,NM,CALL,899,STATE,State Agency,STATE,Argenta,21,United States,0.0,64933.0,64933.0,0,,9,Chicago,7,Chicago,DIF,,,CB,The Gerber State Bank,3,Central District,FDIC,663638,AGRICULTURAL,2,IL,17115,Illinois,0.0,1,62501
279,8602,200 North Walnut,264247.0,NM,CALL,902,STATE,State Agency,STATE,Byron,21,United States,0.0,234001.0,234001.0,13272,,9,Chicago,7,Chicago,DIF,,,CB,Byron Bank,3,Central District,FDIC,325534,COMMERCIAL LENDING,4,IL,17141,Illinois,0.0,1,61010
281,8606,30 North Lasalle Street,859137.0,NM,CALL,903,STATE,State Agency,STATE,Chicago,21,United States,0.0,754803.0,754803.0,10892,,9,Chicago,7,Chicago,DIF,,,CB,Amalgamated Bank of Chicago,3,Central District,FDIC,397531,COMMERCIAL LENDING,4,IL,17031,Illinois,0.0,1,60602
283,8644,50 South Lasalle Street,126102570.0,SM,CALL,913,STATE,State Agency,STATE,Chicago,13,United States,0.0,34549949.0,34549949.0,14033,,9,Chicago,7,Chicago,DIF,,,CB,The Northern Trust Company,3,Central District,FED,210434,INTERNATIONAL,1,IL,17031,Illinois,0.0,1,60603
284,8663,126 North Grand Ave,47055.0,NM,CALL,920,STATE,State Agency,STATE,Cowden,21,United States,0.0,41339.0,41339.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Community Banks of Shelby County,3,Central District,FDIC,102539,AGRICULTURAL,2,IL,17173,Illinois,0.0,1,62422
287,8668,21 East Main Street,376236.0,SM,CALL,924,STATE,State Agency,STATE,Galesburg,13,United States,0.0,310274.0,310274.0,13696,,9,Chicago,7,Chicago,DIF,,,CB,Farmers & Mechanics Bank,3,Central District,FED,744238,COMMERCIAL LENDING,4,IL,17095,Illinois,0.0,1,61401
288,8671,22 South Fourth Street,76946.0,SM,CALL,925,STATE,State Agency,STATE,Geneva,13,United States,0.0,68849.0,68849.0,0,,9,Chicago,7,Chicago,DIF,,,CB,The State Bank of Geneva,3,Central District,FED,991135,COMMERCIAL LENDING,4,IL,17089,Illinois,1.0,1,60134
290,8677,207 North Tremont Street,352021.0,N,CALL,926,FED,Comptroller of the Currency,OCC,Kewanee,3,United States,0.0,295104.0,295104.0,0,,9,Chicago,7,Chicago,DIF,,,CB,Peoples National Bank of Kewanee,3,Central District,OCC,823133,COMMERCIAL LENDING,4,IL,17073,Illinois,0.0,1,61443
291,8681,36 East Jones Street,40634.0,NM,CALL,931,STATE,State Agency,STATE,Milford,21,United States,0.0,36131.0,36131.0,14032,,9,Chicago,7,Chicago,DIF,,,CB,Citizens State Bank of Milford,3,Central District,FDIC,771047,AGRICULTURAL,2,IL,17075,Illinois,1.0,1,60953
292,8682,900 South Progress Boulevard,86484.0,NM,CALL,938,STATE,State Agency,STATE,Tuscola,21,United States,0.0,75024.0,75024.0,13058,,9,Chicago,7,Chicago,DIF,,,CB,TNB Bank,3,Central District,FDIC,598646,AGRICULTURAL,2,IL,17041,Illinois,1.0,1,61953
293,8683,105 North Main Street,45300.0,SM,CALL,939,STATE,State Agency,STATE,Walnut,13,United States,0.0,41045.0,41045.0,9735,,9,Chicago,7,Chicago,DIF,,,CB,Citizens First State Bank of Walnut,3,Central District,FED,476342,AGRICULTURAL,2,IL,17011,Illinois,1.0,1,61376
295,8688,5 East Call Street,326289.0,NM,CALL,950,STATE,State Agency,STATE,Algona,21,United States,0.0,240395.0,240395.0,9692,,11,Kansas City,7,Chicago,DIF,,,CB,Iowa State Bank,4,Midwest District,FDIC,734248,AGRICULTURAL,2,IA,19109,Iowa,0.0,1,50511
296,8689,212 West Willow Street,228600.0,NM,CALL,951,STATE,State Agency,STATE,Cherokee,21,,0.0,176767.0,176767.0,0,,11,Kansas City,7,Chicago,DIF,,,CB,Cherokee State Bank,4,Midwest District,FDIC,205542,AGRICULTURAL,2,IA,19035,Iowa,1.0,1,51012
298,8708,453 7th Street,4708576.0,NM,CALL,953,STATE,State Agency,STATE,Des Moines,21,United States,0.0,3701687.0,3701687.0,11653,,11,Kansas City,7,Chicago,DIF,,,CB,Bankers Trust Company,4,Midwest District,FDIC,811046,COMMERCIAL LENDING,4,IA,19153,Iowa,0.0,1,50309
300,8718,311 5th Street,194827.0,SM,CALL,954,STATE,State Agency,STATE,Fontanelle,13,United States,0.0,163353.0,163353.0,0,,11,Kansas City,7,Chicago,DIF,,,CB,FNB Bank,4,Midwest District,FED,617743,AGRICULTURAL,2,IA,19001,Iowa,0.0,1,50846
302,8725,Avenue G & Seventh Street,307120.0,SM,CALL,955,STATE,State Agency,STATE,Fort Madison,13,United States,0.0,266991.0,266991.0,0,,11,Kansas City,7,Chicago,DIF,,,CB,Connection Bank,4,Midwest District,FED,624246,COMMERCIAL LENDING,4,IA,19111,Iowa,0.0,1,52627
303,8727,32 North Walnut Street,217028.0,SM,CALL,956,STATE,State Agency,STATE,Glenwood,13,United States,0.0,193853.0,193853.0,16057,,11,Kansas City,7,Chicago,DIF,,,CB,Glenwood State Bank,4,Midwest District,FED,566243,ALL OTHER < $1 BILLION,8,IA,19129,Iowa,0.0,1,51534
306,8760,501 2nd Street,1641061.0,NM,CALL,958,STATE,State Agency,STATE,Ida Grove,21,United States,0.0,1296851.0,1296851.0,9909,,11,Kansas City,7,Chicago,DIF,,,CB,United Bank of Iowa,4,Midwest District,FDIC,738040,AGRICULTURAL,2,IA,19093,Iowa,0.0,1,51445
308,8765,300 East Second Street,316171.0,N,CALL,961,FED,Comptroller of the Currency,OCC,Muscatine,3,United States,0.0,268121.0,268121.0,12434,,11,Kansas City,7,Chicago,DIF,,,CB,First National Bank of Muscatine,4,Midwest District,OCC,893248,COMMERCIAL LENDING,4,IA,19139,Iowa,0.0,1,52761
309,8767,628 Main Street,238790.0,SM,CALL,963,STATE,State Agency,STATE,Osage,13,United States,0.0,192330.0,192330.0,0,,11,Kansas City,7,Chicago,DIF,,,CB,The Home Trust & Savings Bank,4,Midwest District,FED,60545,AGRICULTURAL,2,IA,19131,Iowa,1.0,1,50461
310,8768,Third And Main,46627.0,NM,CALL,966,STATE,State Agency,STATE,Royal,21,United States,0.0,32889.0,32889.0,0,,11,Kansas City,7,Chicago,DIF,,,CB,Home State Bank,4,Midwest District,FDIC,472045,AGRICULTURAL,2,IA,19041,Iowa,1.0,1,51357
312,8771,601 Lake Street,224128.0,SM,CALL,968,STATE,State Agency,STATE,Storm Lake,13,United States,0.0,196785.0,196785.0,0,,11,Kansas City,7,Chicago,DIF,,,CB,Security Trust & Savings Bank,4,Midwest District,FED,363648,AGRICULTURAL,2,IA,19021,Iowa,0.0,1,50588
313,8772,103 S Main St,124459.0,SM,CALL,969,STATE,State Agency,STATE,Templeton,13,,0.0,104098.0,104098.0,0,,11,Kansas City,7,Chicago,DIF,,,CB,Templeton Savings Bank,4,Midwest District,FED,366247,AGRICULTURAL,2,IA,19027,Iowa,0.0,1,51463
315,8774,204 East Jefferson,96135.0,SM,CALL,976,STATE,State Agency,STATE,Blissfield,13,United States,0.0,85098.0,85098.0,10332,,9,Chicago,7,Chicago,DIF,,,CB,Blissfield State Bank,3,Central District,FED,937843,AGRICULTURAL,2,MI,26091,Michigan,0.0,1,49228
